id,title,original_title,overview,release_date,vote_average,vote_count,popularity,poster_path,backdrop_path,original_language,genre_ids
1707365,"Gregorius, the Chosen One",Vyvolený,"Gregorius, the Outcast. As an infant, he was abandoned by his own parents, conceived through the sinful love of a brother and sister. As a young man, misunderstood in a humble fishing village, he imagined the lake as an ocean, a small boat as a throne, and a spear as a royal sceptre. Yet deep within, he knew he was destined for something greater. Driven by a desire to become a knight and make the world a better place, Gregorius embarks on a journey that reveals the unfathomable ways of God. For within every sinner, there may also dwell a saint. Whether you are an outcast, a knight, a king, a hedgehog, or a pope, beneath the heavens there is ultimately only one true path: the path of a pure heart. Gregorius, the Chosen One.  Inspired by Thomas Mann's novel, Tomasz Mielnik's poetic absurd comedy transports audiences to a long-lost age, when the star-filled sky served as a map of endless, radiant, and irresistible journeys.",2026-12-10,0.0,0,1.9702,/eSHqRQd43n0hxK6SxvV148EvMYK.jpg,/6h6cu68VFeT8VRB40eyD4O4CcHL.jpg,cs,"35,14"
1655305,Watkins Law,Watkins Law,"A decade after Jallow's  sexual relationship with his teacher, Miss Watkins, they meet again and are forced to confront the past they never quite escaped.",2026-12-10,0.0,0,1.7691,/l85EpJdfrJ9uP3ymXdk21P8cysR.jpg,,en,"18,35,53"
1679486,People Pleaser,People Pleaser,,2026-12-10,0.0,0,1.7061,/m23bxjm9Gt9lMzVyKyDInBnEkG.jpg,,id,
1561952,Падший,Падший,"Geneticist Ivan Rozin, unable to come to terms with the loss of his beloved mother, is obsessively working on a scientific project to find a cure for death and improve the human genome. Violating more and more ethical norms, a scientist absorbed in this idea kidnaps two children. Their mother will have to stop Ivan and prove that his experiments do not lead to perfection, but to the loss of humanity by himself.",2026-12-10,0.0,0,1.0716,,,ru,53
1477082,Para Vigo Me Voy!,Para Vigo Me Voy!,A Documentary about the Brazilian Filmmaker Carlos Diegues and His Works.,2026-12-10,0.0,0,0.916,/2AaovPHwSoKgkH73MbdJVn5bOrB.jpg,/o5zIB9SWmgEbwOVpShydGHM43Z8.jpg,pt,99
1473784,Bunker,Bunker,When an architect accepts a morally ambiguous project — building a survivalist bunker for a tech billionaire — his wife begins to question their marriage after 17 years together.,2026-12-10,0.0,0,1.7555,/fF2R0jc9h73cgd59KRWzWQnBN8J.jpg,/6wGVsj5R33KSSCiZpQy6akylJ0y.jpg,en,"53,18"
1391239,The Debut,The Debut,"When Mona Friedman is cast in a bit part at a small community theater, she transforms from a shy, unassuming housewife into a zealous method actor willing to do anything to protect the artistic integrity of her marginal role—even if it means waging war against the show’s domineering director.",2026-12-10,0.0,0,3.1811,/5CZdxLiBpYMBXwo0rur6YzZTVP4.jpg,/qayqojQ8JF1ldCI4HOc3Ho9AY2S.jpg,en,"10402,35,18"
1616523,I Built a Rocket Imagining Your Arrival,Fiz um Foguete Imaginando Que Você Vinha,"Fifty-something Rosa, lying in an MRI scanner, is prompted to summon a happy memory. She plunges into a meandering, subconscious road trip with her indomitable mother, both queer, where wild imagination becomes a tender, unruly form of therapy.",2026-12-10,0.0,0,0.7626,/7aeK8m8917SI0MFAfHtwWMnxVNG.jpg,/s7fkFamJ1jlDk1IkPPlap8vtIid.jpg,pt,"18,878"
1314122,Bloody Tennis,Bloody Tennis,"Sophie joins a prestigious tennis academy, where the brutality of competitive sports is taken to its extreme and only the hungriest survive.",2026-12-10,0.0,0,0.6453,/zFfGZMrfnJbWo1zYCazQZ6pVSnQ.jpg,/wqwEROtH1YGZWLQYaCeXePMJhQu.jpg,en,53
1608175,Big Polio,Big Polio,"Lost in his own head, a man goes to see a priest, who sends him to an enigmatic guru.",2026-12-09,0.0,0,0.7842,,,en,9648
1563891,Orange-Flavoured Wedding,Mariage au goût d'orange,"The Puig family has seven children. And today is the wedding of the youngest: Jacques. It's March 1978 in a church in a suburb of Nantes. The father isn't attending the wedding; he's been banished from the family. Jacques is marrying Martine, a young woman who lives in the same neighborhood. It's a love match. But can love heal the wounds of childhood?",2026-12-09,0.0,0,1.2557,/xKcS1CVqOK1AgCjkb8Vcgja9FPA.jpg,/6OOdXEQEMsOgcL71MDr84xfdc9M.jpg,fr,"18,35"
1421967,Violette,Changer l'eau des fleurs,"Violette Toussaint, a cemetery caretaker in a small town in Burgundy, is a unique observer and a compassionate listener. Her peaceful life is filled by conversations with quirky cemetery workers and the many visitors who share their stories of love, loss, and life. However, her routine is disrupted when a local police chief arrives at her door with an unusual request. As they grow closer, Violette comes to understand that the truth behind long-buried mysteries in her past must be uncovered if she wants to take another chance on life and, against all odds, love.",2026-12-09,0.0,0,1.2011,,/ll4RxoN4PxVWeOfqwa6VKdMPiO.jpg,fr,18
1688728,La leçon de violon,La leçon de violon,,2026-12-09,0.0,0,0.3341,,,fr,99
1691779,Doc Cineclube da Boca,Doc Cineclube da Boca,"Between the end of one session and the start of the next, the collective desire to bring a film club to life collides with the ghosts of precariousness and the decay of cultural spaces.",2026-12-09,0.0,0,1.3214,,,pt,"99,18"
1751823,Tanger blues,Tanger blues,,2026-12-09,0.0,0,0.0714,,,fr,18
1743919,ADEM,ADEM,"Haunted by someone else's memories a construction worker in Germany, searches for a way to send them back to Kosovo.",2026-12-08,0.0,0,0.9348,,/1oxUyIw3EJRuZKDWKlwDassyB1H.jpg,sq,"9648,99"
1740763,Bismillah,Bismillah,"Haunted by his failure at his Bismillah as a 4 year old, Azhar (Adolyn H. Dar) seeks redemption by re-doing the ceremony - 30 years later as an adult.",2026-12-08,0.0,0,2.2829,/hJXpHaOT2Vf1pK5kgNl1oG95Gi3.jpg,/difmfT1FXG87Pj5gszJ5GHmYLVT.jpg,en,"10751,18"
1736651,The Test,The Test,"Caught between a pro bono murder investigation and a law school reunion, Mike Leonardo reconnects with classmates for a weekend to celebrate the past. But when buried secrets surface the reunion curdles into something far more dangerous.",2026-12-08,0.0,0,0.2218,/cvMPS0KaYNHfn3IdiOcxJhHDPxK.jpg,,en,53
1690936,Maishafko Mohani,Maishafko Mohani,"Maishafko Mohani is a romantic musical story about a Dangali prince and a beautiful Rukum princess. One night, the prince dreams of meeting his dream princess at the enchanting Godawari Park in Lalitpur. As he approaches her, they share a magical connection filled with joy, romance, and beautiful dance moments. In his dream, the prince expresses his admiration for her beauty, grace, and charming personality. As their bond grows stronger, he proposes marriage to her, and she happily accepts his proposal. Together, they celebrate their love through playful moments, romantic dances, and heartfelt expressions. The song takes viewers on a dreamy journey where love feels limitless and reality fades away. Through colorful visuals, graceful performances, and romantic chemistry, Maishafko Mohani portrays the timeless fantasy of finding one’s perfect love. It is a beautiful dream of a prince who sees his beloved princess as the most beautiful woman in his world.",2026-12-07,0.0,0,1.2514,/fiABb1EI1ij4OhfY5pWQVUCBr8L.jpg,/gJDOST0CFMZ0qtmVgnKDCBNDgrj.jpg,en,"10749,10402,9648"
797716,The Magnificent Raiders of Dimension War One,The Magnificent Raiders of Dimension War One,"A collection of rogues must gather information on a mysterious extra-dimensional threat to the galaxy in the 43rd century, and prepare a defense while fending off the first wave of attacks from horrific beings.",2026-12-06,0.0,0,1.611,/grvdsNcfpWzpPO3qREUEDX12c3.jpg,,en,14
1480539,Fire in the Pond,Fire in the Pond,A retelling of the events of 9th November 1974 when a group of teenagers saw an unidentified object flying over Salem Mountain.,2026-12-06,0.0,0,0.2572,,,en,99
1418397,Anchorless,À Beira do Cais,"During a trip to Brazil in 2022, Augusto (15), an introspective and dreamy young man, becomes enchanted by Antônio (16), a magnetic and unpredictable boy from Belém. Amid the heat of the World Cup and the waters reflecting a fleeting encounter, a fragile connection is born, stretching across distance when Augusto returns to Italy, turning desire into obsession. While Augusto loses himself in idealizations and the emptiness of delayed responses, Antônio continues his life between parties, friends, and fleeting loves. What begins as a promising romance crumbles under the weight of time, silence, and the things that were never said. As the years pass, Augusto is forced to face an inevitable truth: some loves do not belong to the future, they exist only in memory. An intimate and visceral portrait of love, loss, and growth, Anchorless delves into the fragility of first feelings and the pain of learning that not every story is destined to last.",2026-12-05,0.0,0,0.7909,/qZsROZuYSMT4nCTuuaskNrSa6Cw.jpg,/bMgYrjasQPJkHayXWLmdolijTEt.jpg,pt,"18,10749"
1711365,Behind You,BEHIND YOU,The main character goes to a thrift store; he finds an old camcorder. He tales it home then he discovers something no man should see,2026-12-05,0.0,0,0.3381,/77VDZxwmu6DrFfJkKJnjL2RPIaM.jpg,/uhdqvl0S1EOsECWIodTQZ4Jv2ar.jpg,en,"27,9648,53"
1707945,Bare,Bare,"In 2001 New Jersey, Mickey (Martin Anazco), Randy (Tristan Aziz), Russi (Alexis Dembowski), Ruben (Jacob Collins-Dodd), and Andre (Aaron Murillo) — a tight crew of sixteen-year-olds — move through a year of house parties, cheap highs, and quiet wars waged at home. Before adulthood, there was this.",2026-12-05,0.0,0,0.3018,/fPMBtu674BjjFcxBNJU2XkICLhZ.jpg,,en,18
1703624,The Metropolitan Opera 2026/27: Samson et Dalila,The Metropolitan Opera 2026/27: Samson et Dalila,,2026-12-05,0.0,0,0.4163,/kg4bIJ65Q13UWtbyR8W0u7VQUU7.jpg,/9zWXjk2CbXS36FWqg8mqCtqaGbv.jpg,fr,
1707785,Andre Rieu's 2026 Christmas Concert Let It Snow,Andre Rieu's 2026 Christmas Concert Let It Snow,Andre Rieu's annual concert celebrating the magic of Christmas.,2026-12-05,0.0,0,0.3129,,,en,
1650276,Holly,Holly,"Holly arrives at church to pray for protection.  However, is greeted with an entity that craves her innocence.",2026-12-04,0.0,0,1.471,/3pTXIOTWzpogvwAYfe6WxmFogjC.jpg,,en,"27,14"
1744003,The Secret Lives of Baba Segi's Wives,The Secret Lives of Baba Segi's Wives,A rich patriarch's delicate family falls apart when his youngest of four wives cannot have a child.,2026-12-04,0.0,0,2.9326,/7qdPexxBHG8XWbyqGmYzxDIJqp8.jpg,/300GlvA8Evvkmy9IqUvt2X9Chch.jpg,yo,"35,18,10749"
1743286,お姉ちゃんの翠くん,お姉ちゃんの翠くん,,2026-12-04,0.0,0,1.0317,/wiArziJ4S5L7cXWkYqvUtZe0Ipy.jpg,,ja,
1740230,Ame no etranger,雨のエトランゼ,,2026-12-04,0.0,0,0.9568,/o9cQku52I1gC3cA81qlAba1b67k.jpg,,ja,18
1498050,Burundanga,Burundanga,,2026-12-04,0.0,0,1.8894,,,es,"35,10749"
1713395,Tanguera,Тангера,"Iya has never danced in her life, even though her lover is a professional dancer. He left six months ago and still hasn't returned. Iya keeps waiting and starts taking tango lessons.",2026-12-04,0.0,0,0.3166,/3cI9NbrCQADVMOAGEfXCi3OtpND.jpg,/svRZ5Dnaqs4COewAzzo85Ncf8dM.jpg,ru,18
1712264,5gresabab1123,5gresabab1123,idk,2026-12-04,0.0,0,0.4371,/n0ob6vVKzJFfE0scbmvqbnTJTLF.jpg,/onxXchrfGBN9MG8yx3bmzg0sTNG.jpg,da,18
1663557,Archaeologies of the future,Arqueologías del futuro,"Can we imagine an archaeology of the future? An unearthing of objects that have not yet been used, a reconstruction of societies that have not yet come to dance. And yet, traces guide an erratic movement from which all our rhythms seem to draw. There is, within archaeology, a visceral drive to reconstruct myths that might serve us as shelters—against which to contrast forms of community, of everyday life, of living.",2026-12-04,0.0,0,0.2641,/QtUIb9G5aFSsSEI7UdXclZyUe4.jpg,/gjEfg1k607AOCRNcC4gDGnjsr3B.jpg,es,99
1735307,Chmurka i Burza,Chmurka i Burza,,2026-12-04,0.0,0,0.6331,/f7kJ3jetZSSmUzyJs4c49JrvDny.jpg,/p7EJnt2kMmEOSasUZj9M63OpZtk.jpg,pl,"16,10751,12,14"
1569625,Reimagining Sankranthiki Vasthunam,Reimagining Sankranthiki Vasthunam,,2026-12-04,0.0,0,0.7402,,,hi,"28,35"
1489396,Eetha,ईथा,"Vithabai Narayangaonkar, a renowned Marathi Tamasha and Lavani performer rises from humble beginnings to become one of Maharashtra's most celebrated folk theatre artists.",2026-12-04,0.0,0,1.1384,/fWyiD2s9bxwbpEv18FRDNNwStp4.jpg,,hi,18
1455247,I See Buildings Fall Like Lightning,I See Buildings Fall Like Lightning,"Childhood friends Patrick, Shiv, Rian, Oli, and Conor played together, skipped school together, and dreamt of the lives they would have one day. Now they’re thirty, and the future they imagined is slipping quietly out of reach.",2026-12-04,0.0,0,0.759,/lsHuNs9qT8aVhVIxXNdLuVhr5CM.jpg,/hpeJZsjwcySRYOxveHZlETVBwE3.jpg,en,18
1379537,The Gallerist,The Gallerist,A desperate gallerist conspires to sell a dead body at Art Basel Miami.,2026-12-04,0.0,0,2.494,/xqqno510An90CfExaIW5Co7m0xY.jpg,/cQpTCPdaJCKm88BBuwJb5wecWZL.jpg,en,"35,18"
1370191,Tender Loving Care,Tender Loving Care,"Amy is a devoted social service worker who puts her heart and soul into her job to care for those in need. At home, however, she finds herself confronting new challenges as her beloved father begins to show the early signs of dementia, and she and her mother must begin to make peace with their new reality. Through it all, Amy finds comfort, perspective, and plenty of laughter through sips of wine with her lifelong friend Rosie, whose warmth and wit become a vital anchor as both women navigate the shifting rhythms of approaching middle age.",2026-12-04,0.0,0,1.4495,/iPwhnonUlzcHKLvqJyqvtBNUZRF.jpg,/b9Tjrzu74ghlONvgNHXJpislPXe.jpg,en,"18,35"
1301248,Between 2 Families,2 Aile Arasında,Sequel to 'Between Family' (2017). Plot TBA.,2026-12-04,0.0,0,1.1836,/7igQXgJBrTxZ4I8GFvDlu6dSpbm.jpg,/gYuPvxBneOTDpGaani5mVNMwcPt.jpg,tr,35
1214368,Golmaal 5,गोलमाल 5,Get ready for another rollercoaster of laughter with the iconic gang.,2026-12-04,0.0,0,2.2334,/et0l5wRJrmqECQsB4tssmrpwKwK.jpg,,hi,"35,12"
1568014,Disney-Ideologie,Disney-Ideologie,"Fairy tales are never just fairy tales. They shape how we think about power, inequality, and society. This film reveals what lies behind the colorful facade.",2026-12-04,0.0,0,0.9816,,,de,99
1502173,Jönssonligan & Wall Enberg,Jönssonligan & Wall Enberg,"After being deceived by Wall Enberg, the Jönsson Gang decides to strike back with their most daring heist yet: to snatch Walls beloved artwork 'Pluto's Throne'—worth 400 million kronor, locked away in his private Franz Jäger vault. To succeed, they must outsmart a vain police chief, a desperate small-time gangster known as the 'The Shrimp', and Wall Enberg himself—who will stop at nothing to get his revenge.",2026-12-04,0.0,0,0.5741,/dnZiaT4QhgrhqZzWlfcjztrlDGI.jpg,,sv,
1726193,Bakuken: Honnoji Temple Annihilation Chronicles,爆剣ー本能寺消滅記ー,"A new chapter in the Bakuken stage series, reimagining the Honnō-ji Incident within the franchise’s alternate-history world of legendary swordsmen. Further story details have yet to be announced.",2026-12-03,0.0,0,0.3798,,,ja,
1610933,Pha Chan,ผ่าจ้าน,"A young couple become entangled in the ritual of ""Pha Chan,"" a practice that severs ties either between living people or between the living and the dead.",2026-12-03,0.0,0,0.7607,/8xlYfHCrUq1DiBdgaIkNSZFSlCw.jpg,/1DdQ0jBG8XODQFTYJXIUMNJ1OAH.jpg,th,27
1747184,Viver é Melhor Que Sonhar: A Vida De Belchior,Viver é Melhor Que Sonhar: A Vida De Belchior,,2026-12-03,0.0,0,0.8019,,,pt,"99,10402"
1557399,together apart.,zusammen ist man weniger getrennt.,Sophie and Jojo have been separated for six months but still live together like a couple. Only when Sophie's parents—who are unaware of the breakup—make their continued financial support conditional on her having a child with Jojo does movement come into the stagnant lives of the two millennials.,2026-12-03,0.0,0,0.744,/yffdTGcTIc3YfgyUqKlK6m4Iyq6.jpg,/kOYyj4z0G4jrKCljV4QpNKojAOn.jpg,de,"35,10749"
1726079,Olaya,Olaya: La Película,"The project portrays the life of a young Olaya, recounting the best of his childhood and adolescence.",2026-12-03,0.0,0,2.9279,/vKz7iolgv9iwbc0PkvAbmaNsaJT.jpg,,es,
1632190,Il mio nemico immaginario,Il mio nemico immaginario,"Emma, a curious and imaginative nine-year-old girl, loves unicorns, spaceships, and Christmas trees. She lives with her quirky family: her mother Sara, a molecular gastronomy enthusiast; her sharp-witted grandmother Loredana; and her stern father Leo, a science teacher worried about the fantasy world Emma inhabits. Emma’s imaginary friend, Mojito, helps her escape reality, but her parents—on the verge of separation—struggle to understand her. Meanwhile, Bob, Leo’s long-forgotten imaginary friend, reappears, trying to reconnect with him before vanishing forever. The story explores Emma’s journey to find a balance between her dreams, reality, and her family dynamics.",2026-12-03,0.0,0,0.598,,,it,35
